enc_class	enc_method	exp	kind	class	method	param	index	uri
tui.Driver#$@$#main(java.lang.String[])#$@$#ImageIO.read#$@$#METHOD	javax.imageio.ImageIO	read(java.io.File)	null	null	null
darwin.nodeFilter.Signature#$@$#accept(darwin.nodeFilter.Filterable)#$@$#node#$@$#PARAMETER	darwin.nodeFilter.Signature	accept(darwin.nodeFilter.Filterable)	node	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/Signature.java
darwin.nodeFilter.Signature#$@$#accept(darwin.nodeFilter.Filterable)#$@$#childTypes.length#$@$#FIELD	Array	null	length	null	null
darwin.nodeFilter.Signature#$@$#accept(darwin.nodeFilter.Filterable)#$@$#childTypes#$@$#FIELD	darwin.nodeFilter.Signature	null	childTypes	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/Signature.java
darwin.nodeFilter.Signature#$@$#accept(darwin.nodeFilter.Filterable)#$@$#node.getChildType(i).isAssignableFrom#$@$#METHOD	java.lang.Class	isAssignableFrom(java.lang.Class)	null	null	null
darwin.nodeFilter.Signature#$@$#accept(darwin.nodeFilter.Filterable)#$@$#node.getChildType#$@$#METHOD	darwin.nodeFilter.Filterable	getChildType(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/Filterable.java
darwin.nodeFilter.Signature#$@$#accept(darwin.nodeFilter.Filterable)#$@$#node#$@$#PARAMETER	darwin.nodeFilter.Signature	accept(darwin.nodeFilter.Filterable)	node	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/Signature.java
darwin.nodeFilter.Signature#$@$#accept(darwin.nodeFilter.Filterable)#$@$#childTypes#$@$#FIELD	darwin.nodeFilter.Signature	null	childTypes	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/Signature.java
darwin.nodeFilter.Terminals#$@$#Terminals(java.lang.Class)#$@$#this.returnType#$@$#FIELD	darwin.nodeFilter.Terminals	null	returnType	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/Terminals.java
darwin.nodeFilter.Terminals#$@$#Terminals(java.lang.Class)#$@$#this#$@$#FIELD	darwin.nodeFilter.Terminals	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/Terminals.java
darwin.nodeFilter.Terminals#$@$#Terminals(java.lang.Class)#$@$#returnType#$@$#PARAMETER	darwin.nodeFilter.Terminals	Terminals(java.lang.Class)	returnType	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/Terminals.java
darwin.nodeFilter.Terminals#$@$#accept(darwin.nodeFilter.Filterable)#$@$#returnType.isAssignableFrom#$@$#METHOD	java.lang.Class	isAssignableFrom(java.lang.Class)	null	null	null
darwin.nodeFilter.Terminals#$@$#accept(darwin.nodeFilter.Filterable)#$@$#returnType#$@$#FIELD	darwin.nodeFilter.Terminals	null	returnType	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/Terminals.java
darwin.nodeFilter.Terminals#$@$#accept(darwin.nodeFilter.Filterable)#$@$#node.getReturnType#$@$#METHOD	darwin.nodeFilter.Filterable	getReturnType()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/Filterable.java
darwin.nodeFilter.Terminals#$@$#accept(darwin.nodeFilter.Filterable)#$@$#node#$@$#PARAMETER	darwin.nodeFilter.Terminals	accept(darwin.nodeFilter.Filterable)	node	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/Terminals.java
darwin.nodeFilter.Terminals#$@$#accept(darwin.nodeFilter.Filterable)#$@$#node.getArity#$@$#METHOD	darwin.nodeFilter.Filterable	getArity()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/Filterable.java
darwin.nodeFilter.Terminals#$@$#accept(darwin.nodeFilter.Filterable)#$@$#node#$@$#PARAMETER	darwin.nodeFilter.Terminals	accept(darwin.nodeFilter.Filterable)	node	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/Terminals.java
darwin.nodeFilter.NodeType#$@$#NodeType(darwin.nodeFilter.NodeType)#$@$#this.nodeType#$@$#FIELD	darwin.nodeFilter.NodeType	null	nodeType	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/NodeType.java
darwin.nodeFilter.NodeType#$@$#NodeType(darwin.nodeFilter.NodeType)#$@$#this#$@$#FIELD	darwin.nodeFilter.NodeType	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/NodeType.java
darwin.nodeFilter.NodeType#$@$#NodeType(darwin.nodeFilter.NodeType)#$@$#nodeType#$@$#PARAMETER	darwin.nodeFilter.NodeType	NodeType(darwin.nodeFilter.NodeType)	nodeType	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/NodeType.java
darwin.nodeFilter.NodeType#$@$#accept(darwin.nodeFilter.Filterable)#$@$#nodeType.equals#$@$#METHOD	java.lang.Object	equals(java.lang.Object)	null	null	null
darwin.nodeFilter.NodeType#$@$#accept(darwin.nodeFilter.Filterable)#$@$#nodeType#$@$#FIELD	darwin.nodeFilter.NodeType	null	nodeType	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/NodeType.java
darwin.nodeFilter.NodeType#$@$#accept(darwin.nodeFilter.Filterable)#$@$#node.getNodeType#$@$#METHOD	darwin.nodeFilter.Filterable	getNodeType()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/Filterable.java
darwin.nodeFilter.NodeType#$@$#accept(darwin.nodeFilter.Filterable)#$@$#node#$@$#PARAMETER	darwin.nodeFilter.NodeType	accept(darwin.nodeFilter.Filterable)	node	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/NodeType.java
darwin.nodeFilter.DepthRange#$@$#DepthRange(java.lang.Class,int,int)#$@$#this.min#$@$#FIELD	darwin.nodeFilter.DepthRange	null	min	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/DepthRange.java
darwin.nodeFilter.DepthRange#$@$#DepthRange(java.lang.Class,int,int)#$@$#this#$@$#FIELD	darwin.nodeFilter.DepthRange	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/DepthRange.java
darwin.nodeFilter.DepthRange#$@$#DepthRange(java.lang.Class,int,int)#$@$#min#$@$#PARAMETER	darwin.nodeFilter.DepthRange	DepthRange(java.lang.Class,int,int)	min	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/DepthRange.java
darwin.nodeFilter.DepthRange#$@$#DepthRange(java.lang.Class,int,int)#$@$#this.max#$@$#FIELD	darwin.nodeFilter.DepthRange	null	max	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/DepthRange.java
darwin.nodeFilter.DepthRange#$@$#DepthRange(java.lang.Class,int,int)#$@$#this#$@$#FIELD	darwin.nodeFilter.DepthRange	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/DepthRange.java
darwin.nodeFilter.DepthRange#$@$#DepthRange(java.lang.Class,int,int)#$@$#max#$@$#PARAMETER	darwin.nodeFilter.DepthRange	DepthRange(java.lang.Class,int,int)	max	2	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/DepthRange.java
darwin.nodeFilter.DepthRange#$@$#DepthRange(java.lang.Class,int,int)#$@$#this.returnType#$@$#FIELD	darwin.nodeFilter.DepthRange	null	returnType	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/DepthRange.java
darwin.nodeFilter.DepthRange#$@$#DepthRange(java.lang.Class,int,int)#$@$#this#$@$#FIELD	darwin.nodeFilter.DepthRange	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/DepthRange.java
darwin.nodeFilter.DepthRange#$@$#DepthRange(java.lang.Class,int,int)#$@$#returnType#$@$#PARAMETER	darwin.nodeFilter.DepthRange	DepthRange(java.lang.Class,int,int)	returnType	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/DepthRange.java
darwin.nodeFilter.DepthRange#$@$#accept(darwin.nodeFilter.Filterable)#$@$#returnType.isAssignableFrom#$@$#METHOD	java.lang.Class	isAssignableFrom(java.lang.Class)	null	null	null
darwin.nodeFilter.DepthRange#$@$#accept(darwin.nodeFilter.Filterable)#$@$#returnType#$@$#FIELD	darwin.nodeFilter.DepthRange	null	returnType	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/DepthRange.java
darwin.nodeFilter.DepthRange#$@$#accept(darwin.nodeFilter.Filterable)#$@$#node.getReturnType#$@$#METHOD	darwin.nodeFilter.Filterable	getReturnType()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/Filterable.java
darwin.nodeFilter.DepthRange#$@$#accept(darwin.nodeFilter.Filterable)#$@$#node#$@$#PARAMETER	darwin.nodeFilter.DepthRange	accept(darwin.nodeFilter.Filterable)	node	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/DepthRange.java
darwin.nodeFilter.DepthRange#$@$#accept(darwin.nodeFilter.Filterable)#$@$#node.getDepth#$@$#METHOD	darwin.nodeFilter.Filterable	getDepth(boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/Filterable.java
darwin.nodeFilter.DepthRange#$@$#accept(darwin.nodeFilter.Filterable)#$@$#node#$@$#PARAMETER	darwin.nodeFilter.DepthRange	accept(darwin.nodeFilter.Filterable)	node	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/DepthRange.java
darwin.nodeFilter.DepthRange#$@$#accept(darwin.nodeFilter.Filterable)#$@$#min#$@$#FIELD	darwin.nodeFilter.DepthRange	null	min	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/DepthRange.java
darwin.nodeFilter.DepthRange#$@$#accept(darwin.nodeFilter.Filterable)#$@$#node.getDepth#$@$#METHOD	darwin.nodeFilter.Filterable	getDepth(boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/Filterable.java
darwin.nodeFilter.DepthRange#$@$#accept(darwin.nodeFilter.Filterable)#$@$#node#$@$#PARAMETER	darwin.nodeFilter.DepthRange	accept(darwin.nodeFilter.Filterable)	node	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/DepthRange.java
darwin.nodeFilter.DepthRange#$@$#accept(darwin.nodeFilter.Filterable)#$@$#max#$@$#FIELD	darwin.nodeFilter.DepthRange	null	max	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/DepthRange.java
darwin.nodeFilter.ReturnType#$@$#ReturnType(java.lang.Class)#$@$#this.returnType#$@$#FIELD	darwin.nodeFilter.ReturnType	null	returnType	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/ReturnType.java
darwin.nodeFilter.ReturnType#$@$#ReturnType(java.lang.Class)#$@$#this#$@$#FIELD	darwin.nodeFilter.ReturnType	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/ReturnType.java
darwin.nodeFilter.ReturnType#$@$#ReturnType(java.lang.Class)#$@$#returnType#$@$#PARAMETER	darwin.nodeFilter.ReturnType	ReturnType(java.lang.Class)	returnType	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/ReturnType.java
darwin.nodeFilter.ReturnType#$@$#accept(darwin.nodeFilter.Filterable)#$@$#returnType.isAssignableFrom#$@$#METHOD	java.lang.Class	isAssignableFrom(java.lang.Class)	null	null	null
darwin.nodeFilter.ReturnType#$@$#accept(darwin.nodeFilter.Filterable)#$@$#returnType#$@$#FIELD	darwin.nodeFilter.ReturnType	null	returnType	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/ReturnType.java
darwin.nodeFilter.ReturnType#$@$#accept(darwin.nodeFilter.Filterable)#$@$#node.getReturnType#$@$#METHOD	darwin.nodeFilter.Filterable	getReturnType()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/Filterable.java
darwin.nodeFilter.ReturnType#$@$#accept(darwin.nodeFilter.Filterable)#$@$#node#$@$#PARAMETER	darwin.nodeFilter.ReturnType	accept(darwin.nodeFilter.Filterable)	node	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/ReturnType.java
darwin.nodeFilter.SizeRange#$@$#SizeRange(java.lang.Class,int,int)#$@$#this.min#$@$#FIELD	darwin.nodeFilter.SizeRange	null	min	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/SizeRange.java
darwin.nodeFilter.SizeRange#$@$#SizeRange(java.lang.Class,int,int)#$@$#this#$@$#FIELD	darwin.nodeFilter.SizeRange	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/SizeRange.java
darwin.nodeFilter.SizeRange#$@$#SizeRange(java.lang.Class,int,int)#$@$#min#$@$#PARAMETER	darwin.nodeFilter.SizeRange	SizeRange(java.lang.Class,int,int)	min	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/SizeRange.java
darwin.nodeFilter.SizeRange#$@$#SizeRange(java.lang.Class,int,int)#$@$#this.max#$@$#FIELD	darwin.nodeFilter.SizeRange	null	max	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/SizeRange.java
darwin.nodeFilter.SizeRange#$@$#SizeRange(java.lang.Class,int,int)#$@$#this#$@$#FIELD	darwin.nodeFilter.SizeRange	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/SizeRange.java
darwin.nodeFilter.SizeRange#$@$#SizeRange(java.lang.Class,int,int)#$@$#max#$@$#PARAMETER	darwin.nodeFilter.SizeRange	SizeRange(java.lang.Class,int,int)	max	2	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/SizeRange.java
darwin.nodeFilter.SizeRange#$@$#SizeRange(java.lang.Class,int,int)#$@$#this.returnType#$@$#FIELD	darwin.nodeFilter.SizeRange	null	returnType	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/SizeRange.java
darwin.nodeFilter.SizeRange#$@$#SizeRange(java.lang.Class,int,int)#$@$#this#$@$#FIELD	darwin.nodeFilter.SizeRange	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/SizeRange.java
darwin.nodeFilter.SizeRange#$@$#SizeRange(java.lang.Class,int,int)#$@$#returnType#$@$#PARAMETER	darwin.nodeFilter.SizeRange	SizeRange(java.lang.Class,int,int)	returnType	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/SizeRange.java
darwin.nodeFilter.SizeRange#$@$#accept(darwin.nodeFilter.Filterable)#$@$#returnType.isAssignableFrom#$@$#METHOD	java.lang.Class	isAssignableFrom(java.lang.Class)	null	null	null
darwin.nodeFilter.SizeRange#$@$#accept(darwin.nodeFilter.Filterable)#$@$#returnType#$@$#FIELD	darwin.nodeFilter.SizeRange	null	returnType	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/SizeRange.java
darwin.nodeFilter.SizeRange#$@$#accept(darwin.nodeFilter.Filterable)#$@$#node.getReturnType#$@$#METHOD	darwin.nodeFilter.Filterable	getReturnType()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/Filterable.java
darwin.nodeFilter.SizeRange#$@$#accept(darwin.nodeFilter.Filterable)#$@$#node#$@$#PARAMETER	darwin.nodeFilter.SizeRange	accept(darwin.nodeFilter.Filterable)	node	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/SizeRange.java
darwin.nodeFilter.SizeRange#$@$#accept(darwin.nodeFilter.Filterable)#$@$#node.getSize#$@$#METHOD	darwin.nodeFilter.Filterable	getSize(boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/Filterable.java
darwin.nodeFilter.SizeRange#$@$#accept(darwin.nodeFilter.Filterable)#$@$#node#$@$#PARAMETER	darwin.nodeFilter.SizeRange	accept(darwin.nodeFilter.Filterable)	node	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/SizeRange.java
darwin.nodeFilter.SizeRange#$@$#accept(darwin.nodeFilter.Filterable)#$@$#min#$@$#FIELD	darwin.nodeFilter.SizeRange	null	min	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/SizeRange.java
darwin.nodeFilter.SizeRange#$@$#accept(darwin.nodeFilter.Filterable)#$@$#node.getSize#$@$#METHOD	darwin.nodeFilter.Filterable	getSize(boolean)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/Filterable.java
darwin.nodeFilter.SizeRange#$@$#accept(darwin.nodeFilter.Filterable)#$@$#node#$@$#PARAMETER	darwin.nodeFilter.SizeRange	accept(darwin.nodeFilter.Filterable)	node	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/SizeRange.java
darwin.nodeFilter.SizeRange#$@$#accept(darwin.nodeFilter.Filterable)#$@$#max#$@$#FIELD	darwin.nodeFilter.SizeRange	null	max	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/SizeRange.java
darwin.nodeFilter.Functions#$@$#Functions(java.lang.Class)#$@$#this.returnType#$@$#FIELD	darwin.nodeFilter.Functions	null	returnType	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/Functions.java
darwin.nodeFilter.Functions#$@$#Functions(java.lang.Class)#$@$#this#$@$#FIELD	darwin.nodeFilter.Functions	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/Functions.java
darwin.nodeFilter.Functions#$@$#Functions(java.lang.Class)#$@$#returnType#$@$#PARAMETER	darwin.nodeFilter.Functions	Functions(java.lang.Class)	returnType	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/Functions.java
darwin.nodeFilter.Functions#$@$#accept(darwin.nodeFilter.Filterable)#$@$#returnType.isAssignableFrom#$@$#METHOD	java.lang.Class	isAssignableFrom(java.lang.Class)	null	null	null
darwin.nodeFilter.Functions#$@$#accept(darwin.nodeFilter.Filterable)#$@$#returnType#$@$#FIELD	darwin.nodeFilter.Functions	null	returnType	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/Functions.java
darwin.nodeFilter.Functions#$@$#accept(darwin.nodeFilter.Filterable)#$@$#node.getReturnType#$@$#METHOD	darwin.nodeFilter.Filterable	getReturnType()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/Filterable.java
darwin.nodeFilter.Functions#$@$#accept(darwin.nodeFilter.Filterable)#$@$#node#$@$#PARAMETER	darwin.nodeFilter.Functions	accept(darwin.nodeFilter.Filterable)	node	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/Functions.java
darwin.nodeFilter.Functions#$@$#accept(darwin.nodeFilter.Filterable)#$@$#node.getArity#$@$#METHOD	darwin.nodeFilter.Filterable	getArity()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwin/nodeFilter/Filterable.java
