enc_class	enc_method	exp	kind	class	method	param	index	uri
es.dagaren.gladiator.main.Main#$@$#main(java.lang.String[])#$@$#args.length#$@$#FIELD	Array	null	length	null	null
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#uaBbAttackerSquare#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	uaBbAttackerSquare	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#uaBbOccupiedTemp#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	uaBbOccupiedTemp	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#bbPiecesOccupation#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	bbPiecesOccupation	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#Piece.WHITE_KNIGHT.index#$@$#FIELD	es.dagaren.gladiator.representation.Piece	null	index	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Piece.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#es.dagaren.gladiator.representation.Piece.WHITE_KNIGHT#$@$#FIELD	es.dagaren.gladiator.representation.Piece	null	WHITE_KNIGHT	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Piece.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#uaNumPieces#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	uaNumPieces	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#Long.bitCount#$@$#METHOD	java.lang.Long	bitCount(long)	null	null	null
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#uaBbOccupiedTemp#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	uaBbOccupiedTemp	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#uaNumPieces#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	uaNumPieces	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#uaSquareIndex#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	uaSquareIndex	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#Long.numberOfTrailingZeros#$@$#METHOD	java.lang.Long	numberOfTrailingZeros(long)	null	null	null
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#uaBbOccupiedTemp#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	uaBbOccupiedTemp	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#uaBbAttackerSquare#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	uaBbAttackerSquare	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#es.dagaren.gladiator.representation.BitboardPosition.bbSquare#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	bbSquare	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#uaSquareIndex#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	uaSquareIndex	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#uaBbAttacked#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	uaBbAttacked	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#es.dagaren.gladiator.representation.BitboardPosition.bbKnightAttack#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	bbKnightAttack	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#uaSquareIndex#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	uaSquareIndex	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#bbAttackedFromSquare#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	bbAttackedFromSquare	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#uaSquareIndex#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	uaSquareIndex	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#uaBbAttacked#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	uaBbAttacked	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#updateAttackingTo#$@$#METHOD	es.dagaren.gladiator.representation.BitboardPosition	updateAttackingTo(long,long)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#uaBbAttackerSquare#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	uaBbAttackerSquare	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#uaBbAttacked#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	uaBbAttacked	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#uaBbOccupiedTemp#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	uaBbOccupiedTemp	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#uaBbAttackerSquare#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	uaBbAttackerSquare	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#uaBbOccupiedTemp#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	uaBbOccupiedTemp	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#bbPiecesOccupation#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	bbPiecesOccupation	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#Piece.BLACK_KNIGHT.index#$@$#FIELD	es.dagaren.gladiator.representation.Piece	null	index	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Piece.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#es.dagaren.gladiator.representation.Piece.BLACK_KNIGHT#$@$#FIELD	es.dagaren.gladiator.representation.Piece	null	BLACK_KNIGHT	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Piece.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#uaNumPieces#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	uaNumPieces	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#Long.bitCount#$@$#METHOD	java.lang.Long	bitCount(long)	null	null	null
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#uaBbOccupiedTemp#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	uaBbOccupiedTemp	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#uaNumPieces#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	uaNumPieces	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#uaSquareIndex#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	uaSquareIndex	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#Long.numberOfTrailingZeros#$@$#METHOD	java.lang.Long	numberOfTrailingZeros(long)	null	null	null
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#uaBbOccupiedTemp#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	uaBbOccupiedTemp	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#uaBbAttackerSquare#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	uaBbAttackerSquare	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#es.dagaren.gladiator.representation.BitboardPosition.bbSquare#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	bbSquare	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#uaSquareIndex#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	uaSquareIndex	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#uaBbAttacked#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	uaBbAttacked	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#es.dagaren.gladiator.representation.BitboardPosition.bbKnightAttack#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	bbKnightAttack	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#uaSquareIndex#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	uaSquareIndex	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#bbAttackedFromSquare#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	bbAttackedFromSquare	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#uaSquareIndex#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	uaSquareIndex	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#uaBbAttacked#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	uaBbAttacked	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#updateAttackingTo#$@$#METHOD	es.dagaren.gladiator.representation.BitboardPosition	updateAttackingTo(long,long)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#uaBbAttackerSquare#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	uaBbAttackerSquare	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#uaBbAttacked#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	uaBbAttacked	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#uaBbOccupiedTemp#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	uaBbOccupiedTemp	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#uaBbAttackerSquare#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	uaBbAttackerSquare	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#uaBbOccupiedTemp#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	uaBbOccupiedTemp	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#bbPiecesOccupation#$@$#FIELD	es.dagaren.gladiator.representation.BitboardPosition	null	bbPiecesOccupation	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/BitboardPosition.java
es.dagaren.gladiator.representation.BitboardPosition#$@$#updateAttackedFromFull()#$@$#Piece.WHITE_ROOK.index#$@$#FIELD	es.dagaren.gladiator.representation.Piece	null	index	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url354ce1a2d1_dagaren_gladiator_chess_tgz-pJ8-es_dagaren_gladiator_main_MainJ8/src/es/dagaren/gladiator/representation/Piece.java
