enc_class	enc_method	exp	kind	class	method	param	index	uri
com.strategy.api.interpreter.InterpreterManager#$@$#scheduleInterpreter(java.lang.Thread)#$@$#scheduler.scheduleWithFixedDelay#$@$#METHOD	java.util.concurrent.ScheduledExecutorService	scheduleWithFixedDelay(java.lang.Runnable,long,long,java.util.concurrent.TimeUnit)	null	null	null
com.strategy.api.interpreter.StrategyInterpreter#$@$#readHgfIndex(java.lang.String,com.strategy.api.board.Board)#$@$#RowConstant.parseToConstant#$@$#METHOD	com.strategy.util.RowConstant	parseToConstant(java.lang.String)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/RowConstant.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#readHgfIndex(java.lang.String,com.strategy.api.board.Board)#$@$#line.substring#$@$#METHOD	java.lang.String	substring(int,int)	null	null	null
com.strategy.api.interpreter.StrategyInterpreter#$@$#readHgfIndex(java.lang.String,com.strategy.api.board.Board)#$@$#line#$@$#PARAMETER	com.strategy.api.interpreter.StrategyInterpreter	readHgfIndex(java.lang.String,com.strategy.api.board.Board)	line	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/interpreter/StrategyInterpreter.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#readHgfIndex(java.lang.String,com.strategy.api.board.Board)#$@$#Integer.parseInt#$@$#METHOD	java.lang.Integer	parseInt(java.lang.String)	null	null	null
com.strategy.api.interpreter.StrategyInterpreter#$@$#readHgfIndex(java.lang.String,com.strategy.api.board.Board)#$@$#line.substring#$@$#METHOD	java.lang.String	substring(int)	null	null	null
com.strategy.api.interpreter.StrategyInterpreter#$@$#readHgfIndex(java.lang.String,com.strategy.api.board.Board)#$@$#line#$@$#PARAMETER	com.strategy.api.interpreter.StrategyInterpreter	readHgfIndex(java.lang.String,com.strategy.api.board.Board)	line	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/interpreter/StrategyInterpreter.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#readHgfIndex(java.lang.String,com.strategy.api.board.Board)#$@$#board.getField#$@$#METHOD	com.strategy.api.board.Board	getField(com.strategy.util.RowConstant,java.lang.Integer)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/board/Board.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#readHgfIndex(java.lang.String,com.strategy.api.board.Board)#$@$#board#$@$#PARAMETER	com.strategy.api.interpreter.StrategyInterpreter	readHgfIndex(java.lang.String,com.strategy.api.board.Board)	board	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/interpreter/StrategyInterpreter.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#readHgfIndex(java.lang.String,com.strategy.api.board.Board)#$@$#field.getIndex#$@$#METHOD	com.strategy.api.field.Field	getIndex()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/field/Field.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#win(com.strategy.util.StoneColor)#$@$#out.println#$@$#METHOD	java.io.PrintStream	println(java.lang.String)	null	null	null
com.strategy.api.interpreter.StrategyInterpreter#$@$#win(com.strategy.util.StoneColor)#$@$#com.strategy.api.interpreter.StrategyInterpreter.out#$@$#FIELD	com.strategy.api.interpreter.StrategyInterpreter	null	out	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/interpreter/StrategyInterpreter.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#win(com.strategy.util.StoneColor)#$@$#color#$@$#PARAMETER	com.strategy.api.interpreter.StrategyInterpreter	win(com.strategy.util.StoneColor)	color	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/interpreter/StrategyInterpreter.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#win(com.strategy.util.StoneColor)#$@$#exit#$@$#METHOD	com.strategy.api.interpreter.StrategyInterpreter	exit()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/interpreter/StrategyInterpreter.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#exit()#$@$#out.println#$@$#METHOD	java.io.PrintStream	println(java.lang.String)	null	null	null
com.strategy.api.interpreter.StrategyInterpreter#$@$#exit()#$@$#com.strategy.api.interpreter.StrategyInterpreter.out#$@$#FIELD	com.strategy.api.interpreter.StrategyInterpreter	null	out	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/interpreter/StrategyInterpreter.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#exit()#$@$#out.println#$@$#METHOD	java.io.PrintStream	println(java.lang.String)	null	null	null
com.strategy.api.interpreter.StrategyInterpreter#$@$#exit()#$@$#com.strategy.api.interpreter.StrategyInterpreter.out#$@$#FIELD	com.strategy.api.interpreter.StrategyInterpreter	null	out	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/interpreter/StrategyInterpreter.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#exit()#$@$#board.toMarkLastTurnString#$@$#METHOD	com.strategy.api.board.Board	toMarkLastTurnString(java.lang.Integer)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/board/Board.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#exit()#$@$#board#$@$#FIELD	com.strategy.api.interpreter.StrategyInterpreter	null	board	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/interpreter/StrategyInterpreter.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#exit()#$@$#p.getLastTurn#$@$#METHOD	com.strategy.api.logic.prediction.Prediction	getLastTurn()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/logic/prediction/Prediction.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#exit()#$@$#p#$@$#FIELD	com.strategy.api.interpreter.StrategyInterpreter	null	p	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/interpreter/StrategyInterpreter.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#exit()#$@$#interrupt#$@$#METHOD	java.lang.Thread	interrupt()	null	null	null
com.strategy.api.interpreter.StrategyInterpreter#$@$#exit()#$@$#scanner.close#$@$#METHOD	java.util.Scanner	close()	null	null	null
com.strategy.api.interpreter.StrategyInterpreter#$@$#exit()#$@$#scanner#$@$#FIELD	com.strategy.api.interpreter.StrategyInterpreter	null	scanner	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/interpreter/StrategyInterpreter.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#exit()#$@$#InterpreterManager.exit#$@$#METHOD	com.strategy.api.interpreter.InterpreterManager	exit()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/interpreter/InterpreterManager.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#printCpuTurn(int,int,com.strategy.util.StoneColor)#$@$#RowConstant.parse#$@$#METHOD	com.strategy.util.RowConstant	parse(int,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/RowConstant.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#printCpuTurn(int,int,com.strategy.util.StoneColor)#$@$#turnIndex#$@$#PARAMETER	com.strategy.api.interpreter.StrategyInterpreter	printCpuTurn(int,int,com.strategy.util.StoneColor)	turnIndex	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/interpreter/StrategyInterpreter.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#printCpuTurn(int,int,com.strategy.util.StoneColor)#$@$#boardSize#$@$#PARAMETER	com.strategy.api.interpreter.StrategyInterpreter	printCpuTurn(int,int,com.strategy.util.StoneColor)	boardSize	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/interpreter/StrategyInterpreter.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#printCpuTurn(int,int,com.strategy.util.StoneColor)#$@$#RowConstant.parseToCoordNumber#$@$#METHOD	com.strategy.util.RowConstant	parseToCoordNumber(int,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/RowConstant.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#printCpuTurn(int,int,com.strategy.util.StoneColor)#$@$#turnIndex#$@$#PARAMETER	com.strategy.api.interpreter.StrategyInterpreter	printCpuTurn(int,int,com.strategy.util.StoneColor)	turnIndex	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/interpreter/StrategyInterpreter.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#printCpuTurn(int,int,com.strategy.util.StoneColor)#$@$#boardSize#$@$#PARAMETER	com.strategy.api.interpreter.StrategyInterpreter	printCpuTurn(int,int,com.strategy.util.StoneColor)	boardSize	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/interpreter/StrategyInterpreter.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#printCpuTurn(int,int,com.strategy.util.StoneColor)#$@$#out.println#$@$#METHOD	java.io.PrintStream	println(java.lang.String)	null	null	null
com.strategy.api.interpreter.StrategyInterpreter#$@$#printCpuTurn(int,int,com.strategy.util.StoneColor)#$@$#com.strategy.api.interpreter.StrategyInterpreter.out#$@$#FIELD	com.strategy.api.interpreter.StrategyInterpreter	null	out	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/interpreter/StrategyInterpreter.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#printCpuTurn(int,int,com.strategy.util.StoneColor)#$@$#cpuColor#$@$#PARAMETER	com.strategy.api.interpreter.StrategyInterpreter	printCpuTurn(int,int,com.strategy.util.StoneColor)	cpuColor	2	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/interpreter/StrategyInterpreter.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#printCpuTurn(int,int,com.strategy.util.StoneColor)#$@$#turnIndex#$@$#PARAMETER	com.strategy.api.interpreter.StrategyInterpreter	printCpuTurn(int,int,com.strategy.util.StoneColor)	turnIndex	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/interpreter/StrategyInterpreter.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#printInputError()#$@$#out.println#$@$#METHOD	java.io.PrintStream	println(java.lang.String)	null	null	null
com.strategy.api.interpreter.StrategyInterpreter#$@$#printInputError()#$@$#com.strategy.api.interpreter.StrategyInterpreter.out#$@$#FIELD	com.strategy.api.interpreter.StrategyInterpreter	null	out	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/interpreter/StrategyInterpreter.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#printFieldError()#$@$#out.println#$@$#METHOD	java.io.PrintStream	println(java.lang.String)	null	null	null
com.strategy.api.interpreter.StrategyInterpreter#$@$#printFieldError()#$@$#com.strategy.api.interpreter.StrategyInterpreter.out#$@$#FIELD	com.strategy.api.interpreter.StrategyInterpreter	null	out	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/interpreter/StrategyInterpreter.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#printEvaluation(com.strategy.api.logic.evaluation.Evaluation)#$@$#out.println#$@$#METHOD	java.io.PrintStream	println(java.lang.String)	null	null	null
com.strategy.api.interpreter.StrategyInterpreter#$@$#printEvaluation(com.strategy.api.logic.evaluation.Evaluation)#$@$#com.strategy.api.interpreter.StrategyInterpreter.out#$@$#FIELD	com.strategy.api.interpreter.StrategyInterpreter	null	out	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/interpreter/StrategyInterpreter.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#printEvaluation(com.strategy.api.logic.evaluation.Evaluation)#$@$#board.toRatingString#$@$#METHOD	com.strategy.api.board.Board	toRatingString(double[],int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/board/Board.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#printEvaluation(com.strategy.api.logic.evaluation.Evaluation)#$@$#board#$@$#FIELD	com.strategy.api.interpreter.StrategyInterpreter	null	board	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/interpreter/StrategyInterpreter.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#printEvaluation(com.strategy.api.logic.evaluation.Evaluation)#$@$#eval.getRating#$@$#METHOD	com.strategy.api.logic.evaluation.Evaluation	getRating()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/logic/evaluation/Evaluation.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#printEvaluation(com.strategy.api.logic.evaluation.Evaluation)#$@$#eval#$@$#PARAMETER	com.strategy.api.interpreter.StrategyInterpreter	printEvaluation(com.strategy.api.logic.evaluation.Evaluation)	eval	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/interpreter/StrategyInterpreter.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#printEvaluation(com.strategy.api.logic.evaluation.Evaluation)#$@$#eval.getBestIndex#$@$#METHOD	com.strategy.api.logic.evaluation.Evaluation	getBestIndex()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/logic/evaluation/Evaluation.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#printEvaluation(com.strategy.api.logic.evaluation.Evaluation)#$@$#eval#$@$#PARAMETER	com.strategy.api.interpreter.StrategyInterpreter	printEvaluation(com.strategy.api.logic.evaluation.Evaluation)	eval	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/interpreter/StrategyInterpreter.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#printEvaluation(com.strategy.api.logic.evaluation.Evaluation)#$@$#RowConstant.parseToCoordString#$@$#METHOD	com.strategy.util.RowConstant	parseToCoordString(int,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/RowConstant.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#printEvaluation(com.strategy.api.logic.evaluation.Evaluation)#$@$#eval.getBestIndex#$@$#METHOD	com.strategy.api.logic.evaluation.Evaluation	getBestIndex()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/logic/evaluation/Evaluation.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#printEvaluation(com.strategy.api.logic.evaluation.Evaluation)#$@$#eval#$@$#PARAMETER	com.strategy.api.interpreter.StrategyInterpreter	printEvaluation(com.strategy.api.logic.evaluation.Evaluation)	eval	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/interpreter/StrategyInterpreter.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#printEvaluation(com.strategy.api.logic.evaluation.Evaluation)#$@$#board.getBoardSize#$@$#METHOD	com.strategy.api.board.Board	getBoardSize()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/board/Board.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#printEvaluation(com.strategy.api.logic.evaluation.Evaluation)#$@$#board#$@$#FIELD	com.strategy.api.interpreter.StrategyInterpreter	null	board	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/interpreter/StrategyInterpreter.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#printEvaluation(com.strategy.api.logic.evaluation.Evaluation)#$@$#out.println#$@$#METHOD	java.io.PrintStream	println(java.lang.String)	null	null	null
com.strategy.api.interpreter.StrategyInterpreter#$@$#printEvaluation(com.strategy.api.logic.evaluation.Evaluation)#$@$#com.strategy.api.interpreter.StrategyInterpreter.out#$@$#FIELD	com.strategy.api.interpreter.StrategyInterpreter	null	out	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/interpreter/StrategyInterpreter.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#printEvaluation(com.strategy.api.logic.evaluation.Evaluation)#$@$#eval.getBestIndex#$@$#METHOD	com.strategy.api.logic.evaluation.Evaluation	getBestIndex()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/logic/evaluation/Evaluation.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#printEvaluation(com.strategy.api.logic.evaluation.Evaluation)#$@$#eval#$@$#PARAMETER	com.strategy.api.interpreter.StrategyInterpreter	printEvaluation(com.strategy.api.logic.evaluation.Evaluation)	eval	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/interpreter/StrategyInterpreter.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#printEvaluation(com.strategy.api.logic.evaluation.Evaluation)#$@$#eval.log#$@$#METHOD	com.strategy.api.logic.evaluation.Evaluation	log()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/logic/evaluation/Evaluation.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#printEvaluation(com.strategy.api.logic.evaluation.Evaluation)#$@$#eval#$@$#PARAMETER	com.strategy.api.interpreter.StrategyInterpreter	printEvaluation(com.strategy.api.logic.evaluation.Evaluation)	eval	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/interpreter/StrategyInterpreter.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#printNodes(com.strategy.api.logic.situation.Situation)#$@$#Logging.create#$@$#METHOD	com.strategy.util.operation.Logging	create(java.lang.String)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/operation/Logging.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#printNodes(com.strategy.api.logic.situation.Situation)#$@$#l.nodeCountLog#$@$#METHOD	com.strategy.util.operation.Logging	nodeCountLog(net.sf.javabdd.BDD)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/operation/Logging.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#printNodes(com.strategy.api.logic.situation.Situation)#$@$#sit.getWinningCondition#$@$#METHOD	com.strategy.api.logic.situation.Situation	getWinningCondition()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/logic/situation/Situation.java
com.strategy.api.interpreter.StrategyInterpreter#$@$#printNodes(com.strategy.api.logic.situation.Situation)#$@$#sit#$@$#PARAMETER	com.strategy.api.interpreter.StrategyInterpreter	printNodes(com.strategy.api.logic.situation.Situation)	sit	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/api/interpreter/StrategyInterpreter.java
