enc_class	enc_method	exp	kind	class	method	param	index	uri
net.katsuster.ememu.ui.Main#$@$#usage(java.lang.String[])#$@$#System.out.println#$@$#METHOD	java.io.PrintStream	println(java.lang.String)	null	null	null
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode3Name(net.katsuster.ememu.arm.core.InstructionARM)#$@$#inst#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageARMv5	getAddrMode3Name(net.katsuster.ememu.arm.core.InstructionARM)	inst	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode3ImmName(net.katsuster.ememu.arm.core.InstructionARM)#$@$#inst.getBit#$@$#METHOD	net.katsuster.ememu.generic.Instruction	getBit(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Instruction.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode3ImmName(net.katsuster.ememu.arm.core.InstructionARM)#$@$#inst#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageARMv5	getAddrMode3ImmName(net.katsuster.ememu.arm.core.InstructionARM)	inst	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode3ImmName(net.katsuster.ememu.arm.core.InstructionARM)#$@$#inst.getBit#$@$#METHOD	net.katsuster.ememu.generic.Instruction	getBit(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Instruction.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode3ImmName(net.katsuster.ememu.arm.core.InstructionARM)#$@$#inst#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageARMv5	getAddrMode3ImmName(net.katsuster.ememu.arm.core.InstructionARM)	inst	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode3ImmName(net.katsuster.ememu.arm.core.InstructionARM)#$@$#inst.getBit#$@$#METHOD	net.katsuster.ememu.generic.Instruction	getBit(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Instruction.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode3ImmName(net.katsuster.ememu.arm.core.InstructionARM)#$@$#inst#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageARMv5	getAddrMode3ImmName(net.katsuster.ememu.arm.core.InstructionARM)	inst	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode3ImmName(net.katsuster.ememu.arm.core.InstructionARM)#$@$#inst.getRnField#$@$#METHOD	net.katsuster.ememu.arm.core.InstructionARM	getRnField()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/InstructionARM.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode3ImmName(net.katsuster.ememu.arm.core.InstructionARM)#$@$#inst#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageARMv5	getAddrMode3ImmName(net.katsuster.ememu.arm.core.InstructionARM)	inst	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode3ImmName(net.katsuster.ememu.arm.core.InstructionARM)#$@$#getAddrMode3Imm#$@$#METHOD	net.katsuster.ememu.arm.core.ExecStageARMv5	getAddrMode3Imm(net.katsuster.ememu.arm.core.InstructionARM)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode3ImmName(net.katsuster.ememu.arm.core.InstructionARM)#$@$#inst#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageARMv5	getAddrMode3ImmName(net.katsuster.ememu.arm.core.InstructionARM)	inst	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode3ImmName(net.katsuster.ememu.arm.core.InstructionARM)#$@$#String.format#$@$#METHOD	java.lang.String	format(java.lang.String,java.lang.Object[])	null	null	null
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode3ImmName(net.katsuster.ememu.arm.core.InstructionARM)#$@$#getRegName#$@$#METHOD	net.katsuster.ememu.generic.Stage	getRegName(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode3ImmName(net.katsuster.ememu.arm.core.InstructionARM)#$@$#String.format#$@$#METHOD	java.lang.String	format(java.lang.String,java.lang.Object[])	null	null	null
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode3ImmName(net.katsuster.ememu.arm.core.InstructionARM)#$@$#getRegName#$@$#METHOD	net.katsuster.ememu.generic.Stage	getRegName(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode3ImmName(net.katsuster.ememu.arm.core.InstructionARM)#$@$#String.format#$@$#METHOD	java.lang.String	format(java.lang.String,java.lang.Object[])	null	null	null
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode3ImmName(net.katsuster.ememu.arm.core.InstructionARM)#$@$#getRegName#$@$#METHOD	net.katsuster.ememu.generic.Stage	getRegName(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode3ImmName(net.katsuster.ememu.arm.core.InstructionARM)#$@$#String.format#$@$#METHOD	java.lang.String	format(java.lang.String,java.lang.Object[])	null	null	null
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode3RegName(net.katsuster.ememu.arm.core.InstructionARM)#$@$#inst.getBit#$@$#METHOD	net.katsuster.ememu.generic.Instruction	getBit(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Instruction.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode3RegName(net.katsuster.ememu.arm.core.InstructionARM)#$@$#inst#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageARMv5	getAddrMode3RegName(net.katsuster.ememu.arm.core.InstructionARM)	inst	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode3RegName(net.katsuster.ememu.arm.core.InstructionARM)#$@$#inst.getBit#$@$#METHOD	net.katsuster.ememu.generic.Instruction	getBit(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Instruction.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode3RegName(net.katsuster.ememu.arm.core.InstructionARM)#$@$#inst#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageARMv5	getAddrMode3RegName(net.katsuster.ememu.arm.core.InstructionARM)	inst	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode3RegName(net.katsuster.ememu.arm.core.InstructionARM)#$@$#inst.getBit#$@$#METHOD	net.katsuster.ememu.generic.Instruction	getBit(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Instruction.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode3RegName(net.katsuster.ememu.arm.core.InstructionARM)#$@$#inst#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageARMv5	getAddrMode3RegName(net.katsuster.ememu.arm.core.InstructionARM)	inst	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode3RegName(net.katsuster.ememu.arm.core.InstructionARM)#$@$#inst.getRnField#$@$#METHOD	net.katsuster.ememu.arm.core.InstructionARM	getRnField()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/InstructionARM.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode3RegName(net.katsuster.ememu.arm.core.InstructionARM)#$@$#inst#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageARMv5	getAddrMode3RegName(net.katsuster.ememu.arm.core.InstructionARM)	inst	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode3RegName(net.katsuster.ememu.arm.core.InstructionARM)#$@$#inst.getRmField#$@$#METHOD	net.katsuster.ememu.arm.core.InstructionARM	getRmField()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/InstructionARM.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode3RegName(net.katsuster.ememu.arm.core.InstructionARM)#$@$#inst#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageARMv5	getAddrMode3RegName(net.katsuster.ememu.arm.core.InstructionARM)	inst	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode3RegName(net.katsuster.ememu.arm.core.InstructionARM)#$@$#String.format#$@$#METHOD	java.lang.String	format(java.lang.String,java.lang.Object[])	null	null	null
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode3RegName(net.katsuster.ememu.arm.core.InstructionARM)#$@$#getRegName#$@$#METHOD	net.katsuster.ememu.generic.Stage	getRegName(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode3RegName(net.katsuster.ememu.arm.core.InstructionARM)#$@$#getRegName#$@$#METHOD	net.katsuster.ememu.generic.Stage	getRegName(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode3RegName(net.katsuster.ememu.arm.core.InstructionARM)#$@$#String.format#$@$#METHOD	java.lang.String	format(java.lang.String,java.lang.Object[])	null	null	null
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode3RegName(net.katsuster.ememu.arm.core.InstructionARM)#$@$#getRegName#$@$#METHOD	net.katsuster.ememu.generic.Stage	getRegName(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode3RegName(net.katsuster.ememu.arm.core.InstructionARM)#$@$#getRegName#$@$#METHOD	net.katsuster.ememu.generic.Stage	getRegName(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode3RegName(net.katsuster.ememu.arm.core.InstructionARM)#$@$#String.format#$@$#METHOD	java.lang.String	format(java.lang.String,java.lang.Object[])	null	null	null
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode3RegName(net.katsuster.ememu.arm.core.InstructionARM)#$@$#getRegName#$@$#METHOD	net.katsuster.ememu.generic.Stage	getRegName(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode3RegName(net.katsuster.ememu.arm.core.InstructionARM)#$@$#getRegName#$@$#METHOD	net.katsuster.ememu.generic.Stage	getRegName(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode3RegName(net.katsuster.ememu.arm.core.InstructionARM)#$@$#String.format#$@$#METHOD	java.lang.String	format(java.lang.String,java.lang.Object[])	null	null	null
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode4StartAddress(int,int,int)#$@$#pu#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageARMv5	getAddrMode4StartAddress(int,int,int)	pu	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode4StartAddress(int,int,int)#$@$#net.katsuster.ememu.arm.core.InstructionARM.PU_ADDR4_IA#$@$#FIELD	net.katsuster.ememu.arm.core.InstructionARM	null	PU_ADDR4_IA	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/InstructionARM.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode4StartAddress(int,int,int)#$@$#getReg#$@$#METHOD	net.katsuster.ememu.generic.Stage	getReg(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode4StartAddress(int,int,int)#$@$#rn#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageARMv5	getAddrMode4StartAddress(int,int,int)	rn	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode4StartAddress(int,int,int)#$@$#net.katsuster.ememu.arm.core.InstructionARM.PU_ADDR4_IB#$@$#FIELD	net.katsuster.ememu.arm.core.InstructionARM	null	PU_ADDR4_IB	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/InstructionARM.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode4StartAddress(int,int,int)#$@$#getReg#$@$#METHOD	net.katsuster.ememu.generic.Stage	getReg(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode4StartAddress(int,int,int)#$@$#rn#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageARMv5	getAddrMode4StartAddress(int,int,int)	rn	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode4StartAddress(int,int,int)#$@$#net.katsuster.ememu.arm.core.InstructionARM.PU_ADDR4_DA#$@$#FIELD	net.katsuster.ememu.arm.core.InstructionARM	null	PU_ADDR4_DA	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/InstructionARM.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode4StartAddress(int,int,int)#$@$#getReg#$@$#METHOD	net.katsuster.ememu.generic.Stage	getReg(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode4StartAddress(int,int,int)#$@$#rn#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageARMv5	getAddrMode4StartAddress(int,int,int)	rn	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode4StartAddress(int,int,int)#$@$#Integer.bitCount#$@$#METHOD	java.lang.Integer	bitCount(int)	null	null	null
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode4StartAddress(int,int,int)#$@$#rlist#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageARMv5	getAddrMode4StartAddress(int,int,int)	rlist	2	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode4StartAddress(int,int,int)#$@$#net.katsuster.ememu.arm.core.InstructionARM.PU_ADDR4_DB#$@$#FIELD	net.katsuster.ememu.arm.core.InstructionARM	null	PU_ADDR4_DB	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/InstructionARM.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode4StartAddress(int,int,int)#$@$#getReg#$@$#METHOD	net.katsuster.ememu.generic.Stage	getReg(int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/generic/Stage.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode4StartAddress(int,int,int)#$@$#rn#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageARMv5	getAddrMode4StartAddress(int,int,int)	rn	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode4StartAddress(int,int,int)#$@$#Integer.bitCount#$@$#METHOD	java.lang.Integer	bitCount(int)	null	null	null
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode4StartAddress(int,int,int)#$@$#rlist#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageARMv5	getAddrMode4StartAddress(int,int,int)	rlist	2	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode4StartAddress(int,int,int)#$@$#pu#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageARMv5	getAddrMode4StartAddress(int,int,int)	pu	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode4Length(int,int)#$@$#pu#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageARMv5	getAddrMode4Length(int,int)	pu	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode4Length(int,int)#$@$#net.katsuster.ememu.arm.core.InstructionARM.PU_ADDR4_IA#$@$#FIELD	net.katsuster.ememu.arm.core.InstructionARM	null	PU_ADDR4_IA	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/InstructionARM.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode4Length(int,int)#$@$#net.katsuster.ememu.arm.core.InstructionARM.PU_ADDR4_IB#$@$#FIELD	net.katsuster.ememu.arm.core.InstructionARM	null	PU_ADDR4_IB	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/InstructionARM.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode4Length(int,int)#$@$#Integer.bitCount#$@$#METHOD	java.lang.Integer	bitCount(int)	null	null	null
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode4Length(int,int)#$@$#rlist#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageARMv5	getAddrMode4Length(int,int)	rlist	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode4Length(int,int)#$@$#net.katsuster.ememu.arm.core.InstructionARM.PU_ADDR4_DA#$@$#FIELD	net.katsuster.ememu.arm.core.InstructionARM	null	PU_ADDR4_DA	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/InstructionARM.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode4Length(int,int)#$@$#net.katsuster.ememu.arm.core.InstructionARM.PU_ADDR4_DB#$@$#FIELD	net.katsuster.ememu.arm.core.InstructionARM	null	PU_ADDR4_DB	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/InstructionARM.java
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode4Length(int,int)#$@$#Integer.bitCount#$@$#METHOD	java.lang.Integer	bitCount(int)	null	null	null
net.katsuster.ememu.arm.core.ExecStageARMv5#$@$#getAddrMode4Length(int,int)#$@$#rlist#$@$#PARAMETER	net.katsuster.ememu.arm.core.ExecStageARMv5	getAddrMode4Length(int,int)	rlist	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3aa01d34ec_katsuster_ememu_tgz-pJ8-net_katsuster_ememu_ui_MainJ8/src/net/katsuster/ememu/arm/core/ExecStageARMv5.java
