enc_class	enc_method	exp	kind	class	method	param	index	uri
Main#$@$#main(java.lang.String[])#$@$#System.out.println#$@$#METHOD	java.io.PrintStream	println(java.lang.String)	null	null	null
backend.StepRun#$@$#scanStart()#$@$#backend.Emit.ins#$@$#FIELD	backend.Emit	null	ins	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/Emit.java
backend.StepRun#$@$#scanStart()#$@$#java.awt.Color.BLACK#$@$#FIELD	java.awt.Color	null	BLACK	null	null
backend.StepRun#$@$#scanStart()#$@$#FrontEnd.appendToPane#$@$#METHOD	frontend.FrontEnd	appendToPane(javax.swing.JTextPane,java.lang.String,java.awt.Color)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/FrontEnd.java
backend.StepRun#$@$#scanStart()#$@$#frontend.FrontEnd.statuswindow#$@$#FIELD	frontend.FrontEnd	null	statuswindow	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/FrontEnd.java
backend.StepRun#$@$#scanStart()#$@$#java.awt.Color.GREEN#$@$#FIELD	java.awt.Color	null	GREEN	null	null
backend.StepRun#$@$#scanStart()#$@$#FrontEnd.appendToPane#$@$#METHOD	frontend.FrontEnd	appendToPane(javax.swing.JTextPane,java.lang.String,java.awt.Color)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/FrontEnd.java
backend.StepRun#$@$#scanStart()#$@$#frontend.FrontEnd.statuswindow#$@$#FIELD	frontend.FrontEnd	null	statuswindow	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/FrontEnd.java
backend.StepRun#$@$#scanStart()#$@$#java.awt.Color.RED#$@$#FIELD	java.awt.Color	null	RED	null	null
backend.StepRun#$@$#scanStart()#$@$#FrontEnd.appendToPane#$@$#METHOD	frontend.FrontEnd	appendToPane(javax.swing.JTextPane,java.lang.String,java.awt.Color)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/FrontEnd.java
backend.StepRun#$@$#scanStart()#$@$#frontend.FrontEnd.statuswindow#$@$#FIELD	frontend.FrontEnd	null	statuswindow	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/FrontEnd.java
backend.StepRun#$@$#scanStart()#$@$#backend.Emit.ins#$@$#FIELD	backend.Emit	null	ins	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/Emit.java
backend.StepRun#$@$#scanStart()#$@$#java.awt.Color.BLACK#$@$#FIELD	java.awt.Color	null	BLACK	null	null
backend.StepRun#$@$#scanStart()#$@$#FrontEnd.appendToPane#$@$#METHOD	frontend.FrontEnd	appendToPane(javax.swing.JTextPane,java.lang.String,java.awt.Color)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/FrontEnd.java
backend.StepRun#$@$#scanStart()#$@$#frontend.FrontEnd.statuswindow#$@$#FIELD	frontend.FrontEnd	null	statuswindow	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/FrontEnd.java
backend.StepRun#$@$#scanStart()#$@$#java.awt.Color.RED#$@$#FIELD	java.awt.Color	null	RED	null	null
backend.StepRun#$@$#scanStart()#$@$#strLine.isEmpty#$@$#METHOD	java.lang.String	isEmpty()	null	null	null
backend.StepRun#$@$#scanStart()#$@$#ScanFile.tokenizeInstruction#$@$#METHOD	backend.ScanFile	tokenizeInstruction(java.lang.String)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/ScanFile.java
backend.StepRun#$@$#scanStart()#$@$#frontend.FrontEnd.exceptionraised#$@$#FIELD	frontend.FrontEnd	null	exceptionraised	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/FrontEnd.java
backend.StepRun#$@$#scanStart()#$@$#FrontEnd.appendToPane#$@$#METHOD	frontend.FrontEnd	appendToPane(javax.swing.JTextPane,java.lang.String,java.awt.Color)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/FrontEnd.java
backend.StepRun#$@$#scanStart()#$@$#frontend.FrontEnd.statuswindow#$@$#FIELD	frontend.FrontEnd	null	statuswindow	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/FrontEnd.java
backend.StepRun#$@$#scanStart()#$@$#java.awt.Color.GREEN#$@$#FIELD	java.awt.Color	null	GREEN	null	null
backend.StepRun#$@$#scanStart()#$@$#FrontEnd.appendToPane#$@$#METHOD	frontend.FrontEnd	appendToPane(javax.swing.JTextPane,java.lang.String,java.awt.Color)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/FrontEnd.java
backend.StepRun#$@$#scanStart()#$@$#frontend.FrontEnd.statuswindow#$@$#FIELD	frontend.FrontEnd	null	statuswindow	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/FrontEnd.java
backend.StepRun#$@$#scanStart()#$@$#backend.Emit.ins#$@$#FIELD	backend.Emit	null	ins	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/Emit.java
backend.StepRun#$@$#scanStart()#$@$#java.awt.Color.BLACK#$@$#FIELD	java.awt.Color	null	BLACK	null	null
backend.StepRun#$@$#scanStart()#$@$#FrontEnd.appendToPane#$@$#METHOD	frontend.FrontEnd	appendToPane(javax.swing.JTextPane,java.lang.String,java.awt.Color)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/FrontEnd.java
backend.StepRun#$@$#scanStart()#$@$#frontend.FrontEnd.statuswindow#$@$#FIELD	frontend.FrontEnd	null	statuswindow	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/FrontEnd.java
backend.StepRun#$@$#scanStart()#$@$#java.awt.Color.GREEN#$@$#FIELD	java.awt.Color	null	GREEN	null	null
backend.StepRun#$@$#scanStart()#$@$#FrontEnd.appendToPane#$@$#METHOD	frontend.FrontEnd	appendToPane(javax.swing.JTextPane,java.lang.String,java.awt.Color)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/FrontEnd.java
backend.StepRun#$@$#scanStart()#$@$#frontend.FrontEnd.statuswindow#$@$#FIELD	frontend.FrontEnd	null	statuswindow	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/FrontEnd.java
backend.StepRun#$@$#scanStart()#$@$#java.awt.Color.RED#$@$#FIELD	java.awt.Color	null	RED	null	null
backend.StepRun#$@$#scanStart()#$@$#FrontEnd.appendToPane#$@$#METHOD	frontend.FrontEnd	appendToPane(javax.swing.JTextPane,java.lang.String,java.awt.Color)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/FrontEnd.java
backend.StepRun#$@$#scanStart()#$@$#frontend.FrontEnd.statuswindow#$@$#FIELD	frontend.FrontEnd	null	statuswindow	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/FrontEnd.java
backend.StepRun#$@$#scanStart()#$@$#backend.Emit.ins#$@$#FIELD	backend.Emit	null	ins	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/Emit.java
backend.StepRun#$@$#scanStart()#$@$#java.awt.Color.BLACK#$@$#FIELD	java.awt.Color	null	BLACK	null	null
backend.StepRun#$@$#scanStart()#$@$#FrontEnd.appendToPane#$@$#METHOD	frontend.FrontEnd	appendToPane(javax.swing.JTextPane,java.lang.String,java.awt.Color)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/FrontEnd.java
backend.StepRun#$@$#scanStart()#$@$#frontend.FrontEnd.statuswindow#$@$#FIELD	frontend.FrontEnd	null	statuswindow	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/FrontEnd.java
backend.StepRun#$@$#scanStart()#$@$#java.awt.Color.RED#$@$#FIELD	java.awt.Color	null	RED	null	null
backend.StepRun#$@$#scanStart()#$@$#FrontEnd.appendToPane#$@$#METHOD	frontend.FrontEnd	appendToPane(javax.swing.JTextPane,java.lang.String,java.awt.Color)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/FrontEnd.java
backend.StepRun#$@$#scanStart()#$@$#frontend.FrontEnd.statuswindow#$@$#FIELD	frontend.FrontEnd	null	statuswindow	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/FrontEnd.java
backend.StepRun#$@$#scanStart()#$@$#backend.ScanFile.current_line#$@$#FIELD	backend.ScanFile	null	current_line	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/ScanFile.java
backend.StepRun#$@$#scanStart()#$@$#fpath.getName#$@$#METHOD	java.io.File	getName()	null	null	null
backend.StepRun#$@$#scanStart()#$@$#fpath#$@$#FIELD	backend.StepRun	null	fpath	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/StepRun.java
backend.StepRun#$@$#scanStart()#$@$#java.awt.Color.RED#$@$#FIELD	java.awt.Color	null	RED	null	null
backend.StepRun#$@$#scanStart()#$@$#frontend.FrontEnd.exceptionraised#$@$#FIELD	frontend.FrontEnd	null	exceptionraised	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/FrontEnd.java
backend.StepRun#$@$#run()#$@$#scanStart#$@$#METHOD	backend.StepRun	scanStart()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/StepRun.java
backend.RemoveComments#$@$#setflag(boolean)#$@$#backend.RemoveComments.flagcomment#$@$#FIELD	backend.RemoveComments	null	flagcomment	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/RemoveComments.java
backend.RemoveComments#$@$#setflag(boolean)#$@$#f#$@$#PARAMETER	backend.RemoveComments	setflag(boolean)	f	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/RemoveComments.java
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine#$@$#PARAMETER	backend.RemoveComments	RC(java.lang.String)	strLine	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/RemoveComments.java
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine.trim#$@$#METHOD	java.lang.String	trim()	null	null	null
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine#$@$#PARAMETER	backend.RemoveComments	RC(java.lang.String)	strLine	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/RemoveComments.java
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine#$@$#PARAMETER	backend.RemoveComments	RC(java.lang.String)	strLine	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/RemoveComments.java
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine.replaceAll#$@$#METHOD	java.lang.String	replaceAll(java.lang.String,java.lang.String)	null	null	null
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine#$@$#PARAMETER	backend.RemoveComments	RC(java.lang.String)	strLine	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/RemoveComments.java
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine.isEmpty#$@$#METHOD	java.lang.String	isEmpty()	null	null	null
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine#$@$#PARAMETER	backend.RemoveComments	RC(java.lang.String)	strLine	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/RemoveComments.java
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine.equals#$@$#METHOD	java.lang.String	equals(java.lang.Object)	null	null	null
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine#$@$#PARAMETER	backend.RemoveComments	RC(java.lang.String)	strLine	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/RemoveComments.java
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine.indexOf#$@$#METHOD	java.lang.String	indexOf(java.lang.String)	null	null	null
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine#$@$#PARAMETER	backend.RemoveComments	RC(java.lang.String)	strLine	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/RemoveComments.java
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine.indexOf#$@$#METHOD	java.lang.String	indexOf(java.lang.String)	null	null	null
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine#$@$#PARAMETER	backend.RemoveComments	RC(java.lang.String)	strLine	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/RemoveComments.java
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#backend.RemoveComments.flagcomment#$@$#FIELD	backend.RemoveComments	null	flagcomment	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/RemoveComments.java
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine.contains#$@$#METHOD	java.lang.String	contains(java.lang.CharSequence)	null	null	null
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine#$@$#PARAMETER	backend.RemoveComments	RC(java.lang.String)	strLine	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/RemoveComments.java
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine.indexOf#$@$#METHOD	java.lang.String	indexOf(java.lang.String)	null	null	null
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine#$@$#PARAMETER	backend.RemoveComments	RC(java.lang.String)	strLine	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/RemoveComments.java
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#backend.RemoveComments.flagcomment#$@$#FIELD	backend.RemoveComments	null	flagcomment	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/RemoveComments.java
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#RC#$@$#METHOD	backend.RemoveComments	RC(java.lang.String)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/RemoveComments.java
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine.substring#$@$#METHOD	java.lang.String	substring(int)	null	null	null
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine#$@$#PARAMETER	backend.RemoveComments	RC(java.lang.String)	strLine	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/RemoveComments.java
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine.indexOf#$@$#METHOD	java.lang.String	indexOf(java.lang.String)	null	null	null
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine#$@$#PARAMETER	backend.RemoveComments	RC(java.lang.String)	strLine	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/RemoveComments.java
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine.contains#$@$#METHOD	java.lang.String	contains(java.lang.CharSequence)	null	null	null
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine#$@$#PARAMETER	backend.RemoveComments	RC(java.lang.String)	strLine	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/RemoveComments.java
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine.indexOf#$@$#METHOD	java.lang.String	indexOf(java.lang.String)	null	null	null
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine#$@$#PARAMETER	backend.RemoveComments	RC(java.lang.String)	strLine	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/RemoveComments.java
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine#$@$#PARAMETER	backend.RemoveComments	RC(java.lang.String)	strLine	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/RemoveComments.java
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine#$@$#PARAMETER	backend.RemoveComments	RC(java.lang.String)	strLine	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/RemoveComments.java
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#temp.substring#$@$#METHOD	java.lang.String	substring(int,int)	null	null	null
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#temp.substring#$@$#METHOD	java.lang.String	substring(int)	null	null	null
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#backend.RemoveComments.flagcomment#$@$#FIELD	backend.RemoveComments	null	flagcomment	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/RemoveComments.java
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#backend.RemoveComments.flagcomment#$@$#FIELD	backend.RemoveComments	null	flagcomment	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/RemoveComments.java
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine#$@$#PARAMETER	backend.RemoveComments	RC(java.lang.String)	strLine	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/RemoveComments.java
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine.substring#$@$#METHOD	java.lang.String	substring(int,int)	null	null	null
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine#$@$#PARAMETER	backend.RemoveComments	RC(java.lang.String)	strLine	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/RemoveComments.java
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine.indexOf#$@$#METHOD	java.lang.String	indexOf(java.lang.String)	null	null	null
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine#$@$#PARAMETER	backend.RemoveComments	RC(java.lang.String)	strLine	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/RemoveComments.java
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine#$@$#PARAMETER	backend.RemoveComments	RC(java.lang.String)	strLine	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/RemoveComments.java
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine.substring#$@$#METHOD	java.lang.String	substring(int,int)	null	null	null
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine#$@$#PARAMETER	backend.RemoveComments	RC(java.lang.String)	strLine	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/RemoveComments.java
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#backend.RemoveComments.flagcomment#$@$#FIELD	backend.RemoveComments	null	flagcomment	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/RemoveComments.java
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine#$@$#PARAMETER	backend.RemoveComments	RC(java.lang.String)	strLine	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/RemoveComments.java
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine.substring#$@$#METHOD	java.lang.String	substring(int,int)	null	null	null
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine#$@$#PARAMETER	backend.RemoveComments	RC(java.lang.String)	strLine	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/RemoveComments.java
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#backend.RemoveComments.flagcomment#$@$#FIELD	backend.RemoveComments	null	flagcomment	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/RemoveComments.java
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine.contains#$@$#METHOD	java.lang.String	contains(java.lang.CharSequence)	null	null	null
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine#$@$#PARAMETER	backend.RemoveComments	RC(java.lang.String)	strLine	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/RemoveComments.java
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine.indexOf#$@$#METHOD	java.lang.String	indexOf(java.lang.String)	null	null	null
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine#$@$#PARAMETER	backend.RemoveComments	RC(java.lang.String)	strLine	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/RemoveComments.java
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine.indexOf#$@$#METHOD	java.lang.String	indexOf(java.lang.String)	null	null	null
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine#$@$#PARAMETER	backend.RemoveComments	RC(java.lang.String)	strLine	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/RemoveComments.java
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#backend.RemoveComments.flagcomment#$@$#FIELD	backend.RemoveComments	null	flagcomment	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/RemoveComments.java
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine#$@$#PARAMETER	backend.RemoveComments	RC(java.lang.String)	strLine	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/RemoveComments.java
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#strLine#$@$#PARAMETER	backend.RemoveComments	RC(java.lang.String)	strLine	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/backend/RemoveComments.java
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#temp.substring#$@$#METHOD	java.lang.String	substring(int,int)	null	null	null
backend.RemoveComments#$@$#RC(java.lang.String)#$@$#temp.substring#$@$#METHOD	java.lang.String	substring(int)	null	null	null
