enc_class	enc_method	exp	kind	class	method	param	index	uri
hugo.project.hospital.NeedleDevice#$@$#NeedleDevice(int)#$@$#initialAmount#$@$#PARAMETER	hugo.project.hospital.NeedleDevice	NeedleDevice(int)	initialAmount	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/NeedleDevice.java
hugo.project.hospital.Hospital$CardiologyDepartment#$@$#CardiologyDepartment()#$@$#wardsForSingle#$@$#FIELD	hugo.project.hospital.Hospital$Department	null	wardsForSingle	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$CardiologyDepartment#$@$#CardiologyDepartment()#$@$#deviceList#$@$#FIELD	hugo.project.hospital.Hospital$Department	null	deviceList	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$RadiologyDepartment#$@$#RadiologyDepartment()#$@$#name#$@$#FIELD	hugo.project.hospital.Hospital$Department	null	name	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$RadiologyDepartment#$@$#RadiologyDepartment()#$@$#waitingRoom#$@$#FIELD	hugo.project.hospital.Hospital$Department	null	waitingRoom	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$RadiologyDepartment#$@$#RadiologyDepartment()#$@$#name#$@$#FIELD	hugo.project.hospital.Hospital$Department	null	name	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$RadiologyDepartment#$@$#RadiologyDepartment()#$@$#wardsForMulti#$@$#FIELD	hugo.project.hospital.Hospital$Department	null	wardsForMulti	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$RadiologyDepartment#$@$#RadiologyDepartment()#$@$#wardsForSingle#$@$#FIELD	hugo.project.hospital.Hospital$Department	null	wardsForSingle	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$RadiologyDepartment#$@$#RadiologyDepartment()#$@$#wardsForMulti.addLast#$@$#METHOD	hugo.util.structure.LinkedList	addLast(E)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.project.hospital.Hospital$RadiologyDepartment#$@$#RadiologyDepartment()#$@$#wardsForMulti#$@$#FIELD	hugo.project.hospital.Hospital$Department	null	wardsForMulti	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$RadiologyDepartment#$@$#RadiologyDepartment()#$@$#wardsForMulti.addLast#$@$#METHOD	hugo.util.structure.LinkedList	addLast(E)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.project.hospital.Hospital$RadiologyDepartment#$@$#RadiologyDepartment()#$@$#wardsForMulti#$@$#FIELD	hugo.project.hospital.Hospital$Department	null	wardsForMulti	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$RadiologyDepartment#$@$#RadiologyDepartment()#$@$#wardsForMulti.addLast#$@$#METHOD	hugo.util.structure.LinkedList	addLast(E)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.project.hospital.Hospital$RadiologyDepartment#$@$#RadiologyDepartment()#$@$#wardsForMulti#$@$#FIELD	hugo.project.hospital.Hospital$Department	null	wardsForMulti	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$RadiologyDepartment#$@$#RadiologyDepartment()#$@$#wardsForSingle.addLast#$@$#METHOD	hugo.util.structure.LinkedList	addLast(E)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.project.hospital.Hospital$RadiologyDepartment#$@$#RadiologyDepartment()#$@$#wardsForSingle#$@$#FIELD	hugo.project.hospital.Hospital$Department	null	wardsForSingle	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$RadiologyDepartment#$@$#RadiologyDepartment()#$@$#deviceList#$@$#FIELD	hugo.project.hospital.Hospital$Department	null	deviceList	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$RadiotherapyDepartment#$@$#RadiotherapyDepartment()#$@$#name#$@$#FIELD	hugo.project.hospital.Hospital$Department	null	name	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$RadiotherapyDepartment#$@$#RadiotherapyDepartment()#$@$#waitingRoom#$@$#FIELD	hugo.project.hospital.Hospital$Department	null	waitingRoom	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$RadiotherapyDepartment#$@$#RadiotherapyDepartment()#$@$#name#$@$#FIELD	hugo.project.hospital.Hospital$Department	null	name	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$RadiotherapyDepartment#$@$#RadiotherapyDepartment()#$@$#wardsForMulti#$@$#FIELD	hugo.project.hospital.Hospital$Department	null	wardsForMulti	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$RadiotherapyDepartment#$@$#RadiotherapyDepartment()#$@$#wardsForSingle#$@$#FIELD	hugo.project.hospital.Hospital$Department	null	wardsForSingle	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$RadiotherapyDepartment#$@$#RadiotherapyDepartment()#$@$#wardsForMulti.addLast#$@$#METHOD	hugo.util.structure.LinkedList	addLast(E)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.project.hospital.Hospital$RadiotherapyDepartment#$@$#RadiotherapyDepartment()#$@$#wardsForMulti#$@$#FIELD	hugo.project.hospital.Hospital$Department	null	wardsForMulti	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$RadiotherapyDepartment#$@$#RadiotherapyDepartment()#$@$#wardsForMulti.addLast#$@$#METHOD	hugo.util.structure.LinkedList	addLast(E)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.project.hospital.Hospital$RadiotherapyDepartment#$@$#RadiotherapyDepartment()#$@$#wardsForMulti#$@$#FIELD	hugo.project.hospital.Hospital$Department	null	wardsForMulti	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$RadiotherapyDepartment#$@$#RadiotherapyDepartment()#$@$#wardsForMulti.addLast#$@$#METHOD	hugo.util.structure.LinkedList	addLast(E)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.project.hospital.Hospital$RadiotherapyDepartment#$@$#RadiotherapyDepartment()#$@$#wardsForMulti#$@$#FIELD	hugo.project.hospital.Hospital$Department	null	wardsForMulti	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$RadiotherapyDepartment#$@$#RadiotherapyDepartment()#$@$#wardsForSingle.addLast#$@$#METHOD	hugo.util.structure.LinkedList	addLast(E)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.project.hospital.Hospital$RadiotherapyDepartment#$@$#RadiotherapyDepartment()#$@$#wardsForSingle#$@$#FIELD	hugo.project.hospital.Hospital$Department	null	wardsForSingle	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$RadiotherapyDepartment#$@$#RadiotherapyDepartment()#$@$#deviceList#$@$#FIELD	hugo.project.hospital.Hospital$Department	null	deviceList	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$RadiotherapyDepartment#$@$#RadiotherapyDepartment()#$@$#addDevice#$@$#METHOD	hugo.project.hospital.Hospital$Department	addDevice(java.lang.String,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$OncologyDepartment#$@$#OncologyDepartment()#$@$#name#$@$#FIELD	hugo.project.hospital.Hospital$Department	null	name	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$OncologyDepartment#$@$#OncologyDepartment()#$@$#waitingRoom#$@$#FIELD	hugo.project.hospital.Hospital$Department	null	waitingRoom	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$OncologyDepartment#$@$#OncologyDepartment()#$@$#name#$@$#FIELD	hugo.project.hospital.Hospital$Department	null	name	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$OncologyDepartment#$@$#OncologyDepartment()#$@$#wardsForMulti#$@$#FIELD	hugo.project.hospital.Hospital$Department	null	wardsForMulti	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$OncologyDepartment#$@$#OncologyDepartment()#$@$#wardsForSingle#$@$#FIELD	hugo.project.hospital.Hospital$Department	null	wardsForSingle	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$OncologyDepartment#$@$#OncologyDepartment()#$@$#wardsForMulti.addLast#$@$#METHOD	hugo.util.structure.LinkedList	addLast(E)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.project.hospital.Hospital$OncologyDepartment#$@$#OncologyDepartment()#$@$#wardsForMulti#$@$#FIELD	hugo.project.hospital.Hospital$Department	null	wardsForMulti	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$OncologyDepartment#$@$#OncologyDepartment()#$@$#wardsForMulti.addLast#$@$#METHOD	hugo.util.structure.LinkedList	addLast(E)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.project.hospital.Hospital$OncologyDepartment#$@$#OncologyDepartment()#$@$#wardsForMulti#$@$#FIELD	hugo.project.hospital.Hospital$Department	null	wardsForMulti	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$OncologyDepartment#$@$#OncologyDepartment()#$@$#wardsForSingle.addLast#$@$#METHOD	hugo.util.structure.LinkedList	addLast(E)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.project.hospital.Hospital$OncologyDepartment#$@$#OncologyDepartment()#$@$#wardsForSingle#$@$#FIELD	hugo.project.hospital.Hospital$Department	null	wardsForSingle	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$OncologyDepartment#$@$#OncologyDepartment()#$@$#wardsForSingle.addLast#$@$#METHOD	hugo.util.structure.LinkedList	addLast(E)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.project.hospital.Hospital$OncologyDepartment#$@$#OncologyDepartment()#$@$#wardsForSingle#$@$#FIELD	hugo.project.hospital.Hospital$Department	null	wardsForSingle	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$OncologyDepartment#$@$#OncologyDepartment()#$@$#deviceList#$@$#FIELD	hugo.project.hospital.Hospital$Department	null	deviceList	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$OncologyDepartment#$@$#OncologyDepartment()#$@$#addDevice#$@$#METHOD	hugo.project.hospital.Hospital$Department	addDevice(java.lang.String,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$OncologyDepartment#$@$#OncologyDepartment()#$@$#addDevice#$@$#METHOD	hugo.project.hospital.Hospital$Department	addDevice(java.lang.String,int)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$PhysiotherapyDepartment#$@$#PhysiotherapyDepartment()#$@$#name#$@$#FIELD	hugo.project.hospital.Hospital$Department	null	name	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$PhysiotherapyDepartment#$@$#PhysiotherapyDepartment()#$@$#waitingRoom#$@$#FIELD	hugo.project.hospital.Hospital$Department	null	waitingRoom	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$PhysiotherapyDepartment#$@$#PhysiotherapyDepartment()#$@$#name#$@$#FIELD	hugo.project.hospital.Hospital$Department	null	name	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$PhysiotherapyDepartment#$@$#PhysiotherapyDepartment()#$@$#wardsForMulti#$@$#FIELD	hugo.project.hospital.Hospital$Department	null	wardsForMulti	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$PhysiotherapyDepartment#$@$#PhysiotherapyDepartment()#$@$#wardsForSingle#$@$#FIELD	hugo.project.hospital.Hospital$Department	null	wardsForSingle	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$PhysiotherapyDepartment#$@$#PhysiotherapyDepartment()#$@$#wardsForMulti.addLast#$@$#METHOD	hugo.util.structure.LinkedList	addLast(E)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.project.hospital.Hospital$PhysiotherapyDepartment#$@$#PhysiotherapyDepartment()#$@$#wardsForMulti#$@$#FIELD	hugo.project.hospital.Hospital$Department	null	wardsForMulti	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$PhysiotherapyDepartment#$@$#PhysiotherapyDepartment()#$@$#wardsForMulti.addLast#$@$#METHOD	hugo.util.structure.LinkedList	addLast(E)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.project.hospital.Hospital$PhysiotherapyDepartment#$@$#PhysiotherapyDepartment()#$@$#wardsForMulti#$@$#FIELD	hugo.project.hospital.Hospital$Department	null	wardsForMulti	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$PhysiotherapyDepartment#$@$#PhysiotherapyDepartment()#$@$#wardsForMulti.addLast#$@$#METHOD	hugo.util.structure.LinkedList	addLast(E)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.project.hospital.Hospital$PhysiotherapyDepartment#$@$#PhysiotherapyDepartment()#$@$#wardsForMulti#$@$#FIELD	hugo.project.hospital.Hospital$Department	null	wardsForMulti	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
hugo.project.hospital.Hospital$PhysiotherapyDepartment#$@$#PhysiotherapyDepartment()#$@$#wardsForSingle.addLast#$@$#METHOD	hugo.util.structure.LinkedList	addLast(E)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/LinkedList.java
hugo.project.hospital.Hospital$PhysiotherapyDepartment#$@$#PhysiotherapyDepartment()#$@$#wardsForSingle#$@$#FIELD	hugo.project.hospital.Hospital$Department	null	wardsForSingle	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/project/hospital/Hospital.java
